ID,Location Name,Latitude,Longitude,Date,Annual Rainfall (mm),Annual Avg Rainfall (mm)
1203,WILCANNIA (MOUNT MURCHISON) (AUSTRALIA),-31.45N,143.65E,1884-9-01,461.3,245.1835
1204,WILCANNIA (BILLILLA) (AUSTRALIA),-31.83N,143.15E,1882-9-01,194.1,240.6706
1206,WILCANNIA (BILLILLA) (AUSTRALIA),-31.83N,143.15E,1884-9-01,241.7,240.6706
1207,BALRANALD POST OFFICE (AUSTRALIA),-34.63N,143.57E,1882-9-01,337.8,321.3906
1208,BALRANALD POST OFFICE (AUSTRALIA),-34.63N,143.57E,1883-9-01,225.6,321.3906
1209,BALRANALD POST OFFICE (AUSTRALIA),-34.63N,143.57E,1884-9-01,234.8,321.3906
1210,POONCARIE (MULURULU STATION) (AUSTRALIA),-33.33N,143.40E,1882-9-01,205.7,283.1324
1211,POONCARIE (MULURULU STATION) (AUSTRALIA),-33.33N,143.40E,1883-9-01,167.1,283.1324
1212,POONCARIE (MULURULU STATION) (AUSTRALIA),-33.33N,143.40E,1884-9-01,164.5,283.1324
1213,HATFIELD (CLARE) (AUSTRALIA),-33.40N,143.93E,1882-9-01,217.4,295.792
1214,HATFIELD (CLARE) (AUSTRALIA),-33.40N,143.93E,1883-9-01,147.9,295.792
1215,HATFIELD (CLARE) (AUSTRALIA),-33.40N,143.93E,1884-9-01,207.7,295.792
1216,IVANHOE (WOKABITY) (AUSTRALIA),-33.05N,144.18E,1882-9-01,212.0,288.912
1217,IVANHOE (WOKABITY) (AUSTRALIA),-33.05N,144.18E,1883-9-01,200.1,288.912
1218,IVANHOE (WOKABITY) (AUSTRALIA),-33.05N,144.18E,1884-9-01,165.8,288.912
1219,BALRANALD (TILL TILL) (AUSTRALIA),-33.67N,143.90E,1882-9-01,213.7,280.3807
1220,BALRANALD (TILL TILL) (AUSTRALIA),-33.67N,143.90E,1883-9-01,158.3,280.3807
1221,BALRANALD (TILL TILL) (AUSTRALIA),-33.67N,143.90E,1884-9-01,194.7,280.3807
1222,HAY POST OFFICE (AUSTRALIA),-34.52N,144.83E,1882-9-01,308.4,366.0858
1223,HAY POST OFFICE (AUSTRALIA),-34.52N,144.83E,1883-9-01,208.4,366.0858
1224,HAY POST OFFICE (AUSTRALIA),-34.52N,144.83E,1884-9-01,305.7,366.0858
1225,HAY (CORRONG) (AUSTRALIA),-34.22N,144.47E,1882-9-01,247.6,320.5869
1228,BOOLIGAL (ULONGA) (AUSTRALIA),-34.10N,144.65E,1882-9-01,233.0,324.5806
1229,BOOLIGAL (ULONGA) (AUSTRALIA),-34.10N,144.65E,1883-9-01,188.8,324.5806
1230,BOOLIGAL (ULONGA) (AUSTRALIA),-34.10N,144.65E,1884-9-01,213.0,324.5806
1231,TONGO (AUSTRALIA),-30.50N,143.75E,1882-9-01,196.4,238.4416
1232,TONGO (AUSTRALIA),-30.50N,143.75E,1883-9-01,132.2,238.4416
1233,TONGO (AUSTRALIA),-30.50N,143.75E,1884-9-01,304.6,238.4416
1234,WHITE CLIFFS (WONNAMINTA) (AUSTRALIA),-30.63N,142.32E,1882-9-01,219.4,226.6064
1235,WHITE CLIFFS (WONNAMINTA) (AUSTRALIA),-30.63N,142.32E,1883-9-01,180.3,226.6064
1236,WHITE CLIFFS (WONNAMINTA) (AUSTRALIA),-30.63N,142.32E,1884-9-01,385.3,226.6064
1237,HILLSTON POST OFFICE (AUSTRALIA),-33.48N,145.53E,1882-9-01,273.0,365.0321
1240,HILLSTON (HUNTHAWANG) (AUSTRALIA),-33.35N,145.75E,1882-9-01,286.7,370.6393
1241,HILLSTON (HUNTHAWANG) (AUSTRALIA),-33.35N,145.75E,1883-9-01,338.6,370.6393
1242,HILLSTON (HUNTHAWANG) (AUSTRALIA),-33.35N,145.75E,1884-9-01,472.4,370.6393
1243,CARRATHOOL (GUM CREEK) (AUSTRALIA),-34.65N,145.37E,1882-9-01,349.4,382.4361
1244,CARRATHOOL (GUM CREEK) (AUSTRALIA),-34.65N,145.37E,1883-9-01,272.9,382.4361
1245,CARRATHOOL (GUM CREEK) (AUSTRALIA),-34.65N,145.37E,1884-9-01,319.2,382.4361
1246,CONARGO (WILLURAH) (AUSTRALIA),-35.00N,145.08E,1882-9-01,241.5,365.705
1247,CONARGO (WILLURAH) (AUSTRALIA),-35.00N,145.08E,1883-9-01,234.5,365.705
1248,CONARGO (WILLURAH) (AUSTRALIA),-35.00N,145.08E,1884-9-01,291.1,365.705
1249,BOURKE POST OFFICE (AUSTRALIA),-30.10N,145.93E,1882-9-01,388.0,353.3047
1250,BOURKE POST OFFICE (AUSTRALIA),-30.10N,145.93E,1883-9-01,244.1,353.3047
1251,BOURKE POST OFFICE (AUSTRALIA),-30.10N,145.93E,1884-9-01,379.5,353.3047
1252,LOUTH POST OFFICE (BLOXHAM ST)(AUSTRALIA),-30.53N,145.12E,1882-9-01,337.6,305.8205
1253,LOUTH POST OFFICE (BLOXHAM ST)(AUSTRALIA),-30.53N,145.12E,1883-9-01,155.8,305.8205
1255,DARLINGTON POINT (TUBBO) (AUSTRALIA),-34.65N,146.10E,1882-9-01,415.2,387.9563
1256,DARLINGTON POINT (TUBBO) (AUSTRALIA),-34.65N,146.10E,1883-9-01,341.0,387.9563
1257,DARLINGTON POINT (TUBBO) (AUSTRALIA),-34.65N,146.10E,1884-9-01,346.6,387.9563
1258,GROONGAL (GROONGAL STATION) (AUSTRALIA),-34.43N,145.57E,1882-9-01,429.1,397.745
1259,GROONGAL (GROONGAL STATION) (AUSTRALIA),-34.43N,145.57E,1883-9-01,340.8,397.745
1260,GROONGAL (GROONGAL STATION) (AUSTRALIA),-34.43N,145.57E,1884-9-01,366.4,397.745
1261,GROONGAL (TOGANMAIN) (AUSTRALIA),-34.47N,145.62E,1882-9-01,375.7,381.6631
1262,GROONGAL (TOGANMAIN) (AUSTRALIA),-34.47N,145.62E,1883-9-01,271.1,381.6631
1263,GROONGAL (TOGANMAIN) (AUSTRALIA),-34.47N,145.62E,1884-9-01,302.2,381.6631
1264,URANA POST OFFICE (AUSTRALIA),-35.33N,146.27E,1882-9-01,345.7,441.6339
1265,URANA POST OFFICE (AUSTRALIA),-35.33N,146.27E,1883-9-01,297.6,441.6339
1266,URANA POST OFFICE (AUSTRALIA),-35.33N,146.27E,1884-9-01,308.4,441.6339
1267,URANA (BUTHERWAH) (AUSTRALIA),-35.35N,146.32E,1882-9-01,400.5,446.6393
1268,URANA (BUTHERWAH) (AUSTRALIA),-35.35N,146.32E,1883-9-01,351.3,446.6393
1269,URANA (BUTHERWAH) (AUSTRALIA),-35.35N,146.32E,1884-9-01,290.5,446.6393
1270,CONDOBOLIN POST OFFICE (AUSTRALIA),-33.08N,147.15E,1882-9-01,331.0,444.6559
1271,CONDOBOLIN POST OFFICE (AUSTRALIA),-33.08N,147.15E,1883-9-01,300.0,444.6559
1272,CONDOBOLIN POST OFFICE (AUSTRALIA),-33.08N,147.15E,1884-9-01,584.2,444.6559
1273,WARREN (EENAWEENA) (AUSTRALIA),-31.52N,147.55E,1882-9-01,318.0,437.1166
1274,WARREN (EENAWEENA) (AUSTRALIA),-31.52N,147.55E,1883-9-01,248.0,437.1166
1275,WARREN (EENAWEENA) (AUSTRALIA),-31.52N,147.55E,1884-9-01,451.5,437.1166
1276,WARREN (HADDON RIG) (AUSTRALIA),-31.47N,147.88E,1882-9-01,407.5,476.2477
1277,WARREN (HADDON RIG) (AUSTRALIA),-31.47N,147.88E,1883-9-01,267.8,476.2477
1278,WARREN (HADDON RIG) (AUSTRALIA),-31.47N,147.88E,1884-9-01,483.2,476.2477
1279,NYNGAN (MUDALL) (AUSTRALIA),-31.87N,147.13E,1882-9-01,462.7,454.0715
1280,NYNGAN (MUDALL) (AUSTRALIA),-31.87N,147.13E,1883-9-01,328.4,454.0715
1281,NYNGAN (MUDALL) (AUSTRALIA),-31.87N,147.13E,1884-9-01,483.0,454.0715
1282,WARREN (MUMBLEBONE) (AUSTRALIA),-31.50N,147.68E,1882-9-01,332.0,435.4907
1283,WARREN (MUMBLEBONE) (AUSTRALIA),-31.50N,147.68E,1883-9-01,269.1,435.4907
1284,WARREN (MUMBLEBONE) (AUSTRALIA),-31.50N,147.68E,1884-9-01,428.6,435.4907
1285,COBAR (MERYULA) (AUSTRALIA),-31.60N,146.07E,1882-9-01,280.6,396.0924
1286,COBAR (MERYULA) (AUSTRALIA),-31.60N,146.07E,1883-9-01,256.1,396.0924
1287,COBAR (MERYULA) (AUSTRALIA),-31.60N,146.07E,1884-9-01,368.0,396.0924
1288,COBAR (THE MEADOWS) (AUSTRALIA),-31.72N,145.28E,1882-9-01,331.8,335.1902
1289,COBAR (THE MEADOWS) (AUSTRALIA),-31.72N,145.28E,1883-9-01,241.7,335.1902
1290,COBAR (THE MEADOWS) (AUSTRALIA),-31.72N,145.28E,1884-9-01,465.8,335.1902
1294,COBAR (PADDINGTON) (AUSTRALIA),-32.13N,145.05E,1882-9-01,306.1,319.3235
1295,COBAR (PADDINGTON) (AUSTRALIA),-32.13N,145.05E,1883-9-01,277.7,319.3235
1296,COBAR (PADDINGTON) (AUSTRALIA),-32.13N,145.05E,1884-9-01,414.0,319.3235
1297,GIRILAMBONE (BOOROOMUGGA) (AUSTRALIA),-31.32N,146.43E,1882-9-01,440.5,399.7762
1298,GIRILAMBONE (BOOROOMUGGA) (AUSTRALIA),-31.32N,146.43E,1883-9-01,213.0,399.7762
1299,GIRILAMBONE (BOOROOMUGGA) (AUSTRALIA),-31.32N,146.43E,1884-9-01,414.6,399.7762
1300,COBAR (TINDAREY) (AUSTRALIA),-31.13N,145.83E,1882-9-01,336.4,331.3993
1301,COBAR (TINDAREY) (AUSTRALIA),-31.13N,145.83E,1883-9-01,264.7,331.3993
1302,COBAR (TINDAREY) (AUSTRALIA),-31.13N,145.83E,1884-9-01,383.0,331.3993
1303,BOOROWA POST OFFICE WAS 07(AUSTRALIA),-34.43N,148.72E,1882-9-01,576.1,612.2307
1304,BOOROWA POST OFFICE WAS 07(AUSTRALIA),-34.43N,148.72E,1883-9-01,427.6,612.2307
1305,BOOROWA POST OFFICE WAS 07(AUSTRALIA),-34.43N,148.72E,1884-9-01,657.9,612.2307
1306,YOUNG POST OFFICE (AUSTRALIA),-34.32N,148.30E,1882-9-01,667.5,653.4764
1307,YOUNG POST OFFICE (AUSTRALIA),-34.32N,148.30E,1883-9-01,530.7,653.4764
1308,YOUNG POST OFFICE (AUSTRALIA),-34.32N,148.30E,1884-9-01,644.5,653.4764
1309,FORBES (CAMP STREET) (AUSTRALIA),-33.38N,148.00E,1882-9-01,416.6,524.3126
1310,FORBES (CAMP STREET) (AUSTRALIA),-33.38N,148.00E,1883-9-01,353.8,524.3126
1311,FORBES (CAMP STREET) (AUSTRALIA),-33.38N,148.00E,1884-9-01,412.7,524.3126
1312,TEMORA POST OFFICE (AUSTRALIA),-34.45N,147.53E,1882-9-01,491.5,540.082
1313,TEMORA POST OFFICE (AUSTRALIA),-34.45N,147.53E,1883-9-01,410.9,540.082
1314,TEMORA POST OFFICE (AUSTRALIA),-34.45N,147.53E,1884-9-01,602.2,540.082
1315,WOODHOUSELEE (LEESTON) WAS 07(AUSTRALIA),-34.55N,149.62E,1882-9-01,689.9,763.9641
1316,WOODHOUSELEE (LEESTON) WAS 07(AUSTRALIA),-34.55N,149.62E,1883-9-01,531.9,763.9641
1317,WOODHOUSELEE (LEESTON) WAS 07(AUSTRALIA),-34.55N,149.62E,1884-9-01,691.3,763.9641
1318,GOONUMBLA (CORADGERY) (AUSTRALIA),-32.97N,148.07E,1882-9-01,493.6,528.9308
1319,GOONUMBLA (CORADGERY) (AUSTRALIA),-32.97N,148.07E,1883-9-01,273.9,528.9308
1320,GOONUMBLA (CORADGERY) (AUSTRALIA),-32.97N,148.07E,1884-9-01,517.8,528.9308
1321,DUBBO (COOREENA RD) (AUSTRALIA),-32.22N,148.57E,1882-9-01,404.8,584.4641
1322,DUBBO (COOREENA RD) (AUSTRALIA),-32.22N,148.57E,1883-9-01,436.6,584.4641
1323,DUBBO (COOREENA RD) (AUSTRALIA),-32.22N,148.57E,1884-9-01,616.2,584.4641
1324,NARROMINE (BURROWAY) (AUSTRALIA),-32.07N,148.25E,1882-9-01,551.5,533.7247
1325,NARROMINE (BURROWAY) (AUSTRALIA),-32.07N,148.25E,1883-9-01,406.3,533.7247
1326,NARROMINE (BURROWAY) (AUSTRALIA),-32.07N,148.25E,1884-9-01,561.0,533.7247
1327,WELLINGTON POST OFFICE (AUSTRALIA),-32.57N,148.95E,1882-9-01,680.1,615.6363
1328,WELLINGTON POST OFFICE (AUSTRALIA),-32.57N,148.95E,1883-9-01,457.6,615.6363
1329,WELLINGTON POST OFFICE (AUSTRALIA),-32.57N,148.95E,1884-9-01,525.7,615.6363
1330,GULGONG POST OFFICE (AUSTRALIA),-32.37N,149.53E,1882-9-01,566.6,648.5594
1331,GULGONG POST OFFICE (AUSTRALIA),-32.37N,149.53E,1883-9-01,439.4,648.5594
1332,GULGONG POST OFFICE (AUSTRALIA),-32.37N,149.53E,1884-9-01,384.6,648.5594
1333,COONABARABRAN POST OFFICE (AUSTRALIA),-31.28N,149.28E,1882-9-01,736.9,746.7369
1334,COONABARABRAN POST OFFICE (AUSTRALIA),-31.28N,149.28E,1883-9-01,413.1,746.7369
1335,COONABARABRAN POST OFFICE (AUSTRALIA),-31.28N,149.28E,1884-9-01,636.4,746.7369
1336,BARADINE POST OFFICE (AUSTRALIA),-30.95N,149.07E,1882-9-01,523.6,589.0676
1337,BARADINE POST OFFICE (AUSTRALIA),-30.95N,149.07E,1883-9-01,370.6,589.0676
1338,BARADINE POST OFFICE (AUSTRALIA),-30.95N,149.07E,1884-9-01,536.7,589.0676
1339,PREMER POST OFFICE (AUSTRALIA),-31.47N,149.90E,1882-9-01,525.5,657.585
1340,PREMER POST OFFICE (AUSTRALIA),-31.47N,149.90E,1883-9-01,447.6,657.585
1341,PREMER POST OFFICE (AUSTRALIA),-31.47N,149.90E,1884-9-01,527.2,657.585
1342,HILL END POST OFFICE (AUSTRALIA),-33.03N,149.42E,1882-9-01,751.4,784.4207
1343,HILL END POST OFFICE (AUSTRALIA),-33.03N,149.42E,1883-9-01,633.4,784.4207
1344,HILL END POST OFFICE (AUSTRALIA),-33.03N,149.42E,1884-9-01,713.3,784.4207
1345,BATHURST AGRI.RESEARCH STATION(AUSTRALIA),-33.43N,149.57E,1882-9-01,674.3,621.852
1346,BATHURST AGRI.RESEARCH STATION(AUSTRALIA),-33.43N,149.57E,1883-9-01,480.7,621.852
1347,BATHURST AGRI.RESEARCH STATION(AUSTRALIA),-33.43N,149.57E,1884-9-01,504.1,621.852
1348,MUDGEE POST OFFICE (AUSTRALIA),-32.60N,149.58E,1882-9-01,621.1,674.7911
1349,MUDGEE POST OFFICE (AUSTRALIA),-32.60N,149.58E,1883-9-01,440.8,674.7911
1350,MUDGEE POST OFFICE (AUSTRALIA),-32.60N,149.58E,1884-9-01,564.0,674.7911
1351,NARRABRI BOWLING CLUB WAS 05(AUSTRALIA),-30.32N,149.77E,1882-9-01,448.9,645.4016
1352,NARRABRI BOWLING CLUB WAS 05(AUSTRALIA),-30.32N,149.77E,1883-9-01,362.4,645.4016
1353,NARRABRI BOWLING CLUB WAS 05(AUSTRALIA),-30.32N,149.77E,1884-9-01,473.6,645.4016
1354,TARALGA POST OFFICE (AUSTRALIA),-34.40N,149.82E,1882-9-01,815.5,804.0842
1356,TARALGA POST OFFICE (AUSTRALIA),-34.40N,149.82E,1884-9-01,714.5,804.0842
1357,MUSWELLBROOK HIGH SCHOOL (AUSTRALIA),-32.27N,150.90E,1882-9-01,597.2,616.2655
1358,MUSWELLBROOK HIGH SCHOOL (AUSTRALIA),-32.27N,150.90E,1883-9-01,530.8,616.2655
1359,MUSWELLBROOK HIGH SCHOOL (AUSTRALIA),-32.27N,150.90E,1884-9-01,451.5,616.2655
1361,GUNNEDAH COMPOSITE (AUSTRALIA),-30.98N,150.25E,1883-9-01,386.8,613.7088
1362,GUNNEDAH COMPOSITE (AUSTRALIA),-30.98N,150.25E,1884-9-01,489.2,613.7088
1363,MOUNT VICTORIA (SELSDON STREET(AUSTRALIA),-33.60N,150.25E,1882-9-01,1094.9,1060.9283
1364,MOUNT VICTORIA (SELSDON STREET(AUSTRALIA),-33.60N,150.25E,1883-9-01,954.6,1060.9283
1365,MOUNT VICTORIA (SELSDON STREET(AUSTRALIA),-33.60N,150.25E,1884-9-01,647.0,1060.9283
1366,MOSS VALE POST OFFICE (AUSTRALIA),-34.55N,150.37E,1882-9-01,1250.2,971.1151
1367,MOSS VALE POST OFFICE (AUSTRALIA),-34.55N,150.37E,1883-9-01,858.0,971.1151
1368,MOSS VALE POST OFFICE (AUSTRALIA),-34.55N,150.37E,1884-9-01,760.3,971.1151
1369,PICTON COMPOSITE (AUSTRALIA),-34.18N,150.62E,1882-9-01,861.2,806.979
1370,PICTON COMPOSITE (AUSTRALIA),-34.18N,150.62E,1883-9-01,634.9,806.979
1371,PICTON COMPOSITE (AUSTRALIA),-34.18N,150.62E,1884-9-01,475.2,806.979
1372,MURRURUNDI POST OFFICE (AUSTRALIA),-31.77N,150.83E,1882-9-01,883.4,829.6776
1373,MURRURUNDI POST OFFICE (AUSTRALIA),-31.77N,150.83E,1883-9-01,620.9,829.6776
1374,MURRURUNDI POST OFFICE (AUSTRALIA),-31.77N,150.83E,1884-9-01,717.3,829.6776
1375,WINGEN (MURRULLA) (AUSTRALIA),-31.87N,150.88E,1882-9-01,779.6,715.6051
1376,WINGEN (MURRULLA) (AUSTRALIA),-31.87N,150.88E,1883-9-01,553.3,715.6051
1377,WINGEN (MURRULLA) (AUSTRALIA),-31.87N,150.88E,1884-9-01,640.8,715.6051
1378,BARRABA POST OFFICE (AUSTRALIA),-30.38N,150.62E,1882-9-01,768.4,689.4307
1379,BARRABA POST OFFICE (AUSTRALIA),-30.38N,150.62E,1883-9-01,631.0,689.4307
1381,SYDNEY REGIONAL OFFICE (AUSTRALIA),-33.87N,151.20E,1882-9-01,1173.7,1215.0505
1382,SYDNEY REGIONAL OFFICE (AUSTRALIA),-33.87N,151.20E,1883-9-01,1262.7,1215.0505
1383,SYDNEY REGIONAL OFFICE (AUSTRALIA),-33.87N,151.20E,1884-9-01,1012.8,1215.0505
1384,BRANXTON (DALWOOD VINEYARD) (AUSTRALIA),-32.65N,151.42E,1882-9-01,859.2,815.8809
1385,BRANXTON (DALWOOD VINEYARD) (AUSTRALIA),-32.65N,151.42E,1883-9-01,788.1,815.8809
1386,BRANXTON (DALWOOD VINEYARD) (AUSTRALIA),-32.65N,151.42E,1884-9-01,544.8,815.8809
1387,ARMIDALE RADIO STATION 2AD (AUSTRALIA),-30.52N,151.67E,1882-9-01,769.7,788.5443
1388,ARMIDALE RADIO STATION 2AD (AUSTRALIA),-30.52N,151.67E,1883-9-01,645.8,788.5443
1389,ARMIDALE RADIO STATION 2AD (AUSTRALIA),-30.52N,151.67E,1884-9-01,715.6,788.5443
1390,NEWCASTLE (NOBBYS SIGNAL STATI(AUSTRALIA),-32.92N,151.80E,1882-9-01,1150.7,1140.446
1391,NEWCASTLE (NOBBYS SIGNAL STATI(AUSTRALIA),-32.92N,151.80E,1883-9-01,1135.0,1140.446
1392,NEWCASTLE (NOBBYS SIGNAL STATI(AUSTRALIA),-32.92N,151.80E,1884-9-01,1081.2,1140.446
1393,NELSON BAY MONTEVIDEO PARADE (AUSTRALIA),-32.72N,152.15E,1882-9-01,1443.0,1348.7379
1394,NELSON BAY MONTEVIDEO PARADE (AUSTRALIA),-32.72N,152.15E,1883-9-01,1234.3,1348.7379
1395,NELSON BAY MONTEVIDEO PARADE (AUSTRALIA),-32.72N,152.15E,1884-9-01,1758.2,1348.7379
1396,RAYMOND TERRACE POST OFFICE (AUSTRALIA),-32.77N,151.73E,1882-9-01,1158.9,1030.3857
1397,RAYMOND TERRACE POST OFFICE (AUSTRALIA),-32.77N,151.73E,1883-9-01,1044.4,1030.3857
1398,RAYMOND TERRACE POST OFFICE (AUSTRALIA),-32.77N,151.73E,1884-9-01,887.2,1030.3857
1399,GLEN INNES POST OFFICE (AUSTRALIA),-29.73N,151.73E,1882-9-01,907.3,852.6428
1400,GLEN INNES POST OFFICE (AUSTRALIA),-29.73N,151.73E,1883-9-01,730.4,852.6428
1401,GLEN INNES POST OFFICE (AUSTRALIA),-29.73N,151.73E,1884-9-01,770.7,852.6428
1402,EMMAVILLE (STRATHBOGIE) (AUSTRALIA),-29.45N,151.48E,1882-9-01,850.5,794.8466
1403,EMMAVILLE (STRATHBOGIE) (AUSTRALIA),-29.45N,151.48E,1883-9-01,742.5,794.8466
1404,EMMAVILLE (STRATHBOGIE) (AUSTRALIA),-29.45N,151.48E,1884-9-01,702.4,794.8466
1405,TAREE RADIO STATION 2RE (AUSTRALIA),-31.90N,152.48E,1882-9-01,1167.9,1175.0271
1406,TAREE RADIO STATION 2RE (AUSTRALIA),-31.90N,152.48E,1883-9-01,896.7,1175.0271
1407,TAREE RADIO STATION 2RE (AUSTRALIA),-31.90N,152.48E,1884-9-01,745.9,1175.0271
1408,PORT MACQUARIE (HILL STREET) (AUSTRALIA),-31.45N,152.92E,1882-9-01,1813.4,1515.7649
1409,PORT MACQUARIE (HILL STREET) (AUSTRALIA),-31.45N,152.92E,1883-9-01,1151.0,1515.7649
1410,PORT MACQUARIE (HILL STREET) (AUSTRALIA),-31.45N,152.92E,1884-9-01,1177.3,1515.7649
1411,KEMPSEY (NORTH STREET) (AUSTRALIA),-31.05N,152.83E,1882-9-01,1273.1,1212.454
1412,KEMPSEY (NORTH STREET) (AUSTRALIA),-31.05N,152.83E,1883-9-01,845.4,1212.454
1413,KEMPSEY (NORTH STREET) (AUSTRALIA),-31.05N,152.83E,1884-9-01,850.4,1212.454
1414,ALBANY (ALBANY TOWN) (AUSTRALIA),-35.02N,117.88E,1882-9-01,743.3,929.176
1415,ALBANY (ALBANY TOWN) (AUSTRALIA),-35.02N,117.88E,1883-9-01,754.6,929.176
1416,ALBANY (ALBANY TOWN) (AUSTRALIA),-35.02N,117.88E,1884-9-01,848.2,929.176
1417,CAPE BORDA (LIGHTHOUSE) (AUSTRALIA),-35.75N,136.60E,1882-9-01,671.2,622.3746
1418,CAPE BORDA (LIGHTHOUSE) (AUSTRALIA),-35.75N,136.60E,1883-9-01,588.5,622.3746
1419,CAPE BORDA (LIGHTHOUSE) (AUSTRALIA),-35.75N,136.60E,1884-9-01,676.4,622.3746
1420,MOUNT BARKER POST OFFICE (AUSTRALIA),-35.07N,138.87E,1882-9-01,947.1,764.8127
1421,MOUNT BARKER POST OFFICE (AUSTRALIA),-35.07N,138.87E,1883-9-01,819.3,764.8127
1422,MOUNT BARKER POST OFFICE (AUSTRALIA),-35.07N,138.87E,1884-9-01,701.1,764.8127
1423,ECHUNGA POST OFFICE (AUSTRALIA),-35.10N,138.80E,1882-9-01,1011.9,806.6172
1424,ECHUNGA POST OFFICE (AUSTRALIA),-35.10N,138.80E,1883-9-01,918.4,806.6172
1425,ECHUNGA POST OFFICE (AUSTRALIA),-35.10N,138.80E,1884-9-01,756.0,806.6172
1426,KANMANTOO (AUSTRALIA),-35.08N,139.00E,1882-9-01,472.8,466.4561
1427,KANMANTOO (AUSTRALIA),-35.08N,139.00E,1883-9-01,535.3,466.4561
1428,KANMANTOO (AUSTRALIA),-35.08N,139.00E,1884-9-01,355.8,466.4561
1429,WOODSIDE POST OFFICE WAS 02(AUSTRALIA),-34.95N,138.88E,1882-9-01,898.6,812.2606
1430,WOODSIDE POST OFFICE WAS 02(AUSTRALIA),-34.95N,138.88E,1883-9-01,858.9,812.2606
1431,WOODSIDE POST OFFICE WAS 02(AUSTRALIA),-34.95N,138.88E,1884-9-01,737.7,812.2606
1432,KINGSCOTE POST OFFICE (AUSTRALIA),-35.65N,137.63E,1882-9-01,652.7,484.5954
1433,KINGSCOTE POST OFFICE (AUSTRALIA),-35.65N,137.63E,1883-9-01,487.7,484.5954
1434,KINGSCOTE POST OFFICE (AUSTRALIA),-35.65N,137.63E,1884-9-01,517.1,484.5954
1435,EDITHBURGH POST OFFICE (AUSTRALIA),-35.08N,137.75E,1882-9-01,493.8,408.1041
1436,EDITHBURGH POST OFFICE (AUSTRALIA),-35.08N,137.75E,1883-9-01,424.6,408.1041
1437,EDITHBURGH POST OFFICE (AUSTRALIA),-35.08N,137.75E,1884-9-01,403.6,408.1041
1438,STANSBURY POST OFFICE (AUSTRALIA),-34.92N,137.80E,1882-9-01,544.7,403.2433
1439,STANSBURY POST OFFICE (AUSTRALIA),-34.92N,137.80E,1883-9-01,472.6,403.2433
1440,STANSBURY POST OFFICE (AUSTRALIA),-34.92N,137.80E,1884-9-01,428.4,403.2433
1441,YORKETOWN POST OFFICE (AUSTRALIA),-35.02N,137.60E,1882-9-01,557.0,420.4754
1442,YORKETOWN POST OFFICE (AUSTRALIA),-35.02N,137.60E,1883-9-01,459.4,420.4754
1443,YORKETOWN POST OFFICE (AUSTRALIA),-35.02N,137.60E,1884-9-01,445.0,420.4754
1444,STRATHALBYN POST OFFICE (AUSTRALIA),-35.27N,138.88E,1882-9-01,482.9,491.8959
1445,STRATHALBYN POST OFFICE (AUSTRALIA),-35.27N,138.88E,1883-9-01,545.8,491.8959
1447,WILLUNGA (AUSTRALIA),-35.28N,138.55E,1882-9-01,749.5,647.6272
1448,WILLUNGA (AUSTRALIA),-35.28N,138.55E,1883-9-01,719.3,647.6272
1449,WILLUNGA (AUSTRALIA),-35.28N,138.55E,1884-9-01,587.4,647.6272
1450,NORMANVILLE (AUSTRALIA),-35.45N,138.32E,1882-9-01,687.8,521.7561
1451,NORMANVILLE (AUSTRALIA),-35.45N,138.32E,1883-9-01,578.6,521.7561
1452,NORMANVILLE (AUSTRALIA),-35.45N,138.32E,1884-9-01,473.1,521.7561
1453,ROBE POST OFFICE (AUSTRALIA),-37.17N,139.75E,1882-9-01,722.6,633.042
1454,ROBE POST OFFICE (AUSTRALIA),-37.17N,139.75E,1883-9-01,683.2,633.042
1455,ROBE POST OFFICE (AUSTRALIA),-37.17N,139.75E,1884-9-01,648.8,633.042
1456,KINGSTON SE POST OFFICE (AUSTRALIA),-36.83N,139.85E,1882-9-01,658.8,589.0546
1457,KINGSTON SE POST OFFICE (AUSTRALIA),-36.83N,139.85E,1883-9-01,692.6,589.0546
1458,KINGSTON SE POST OFFICE (AUSTRALIA),-36.83N,139.85E,1884-9-01,604.2,589.0546
1459,VICTOR HARBOUR POST OFFICE (AUSTRALIA),-35.55N,138.62E,1882-9-01,582.8,534.1224
1460,VICTOR HARBOUR POST OFFICE (AUSTRALIA),-35.55N,138.62E,1883-9-01,619.6,534.1224
1461,VICTOR HARBOUR POST OFFICE (AUSTRALIA),-35.55N,138.62E,1884-9-01,551.2,534.1224
1462,PORT ELLIOT POST OFFICE (AUSTRALIA),-35.53N,138.68E,1882-9-01,582.3,500.1974
1463,PORT ELLIOT POST OFFICE (AUSTRALIA),-35.53N,138.68E,1883-9-01,599.5,500.1974
1464,PORT ELLIOT POST OFFICE (AUSTRALIA),-35.53N,138.68E,1884-9-01,505.8,500.1974
1465,BORDERTOWN POST OFFICE (AUSTRALIA),-36.32N,140.77E,1882-9-01,531.9,488.2553
1466,BORDERTOWN POST OFFICE (AUSTRALIA),-36.32N,140.77E,1883-9-01,461.7,488.2553
1467,BORDERTOWN POST OFFICE (AUSTRALIA),-36.32N,140.77E,1884-9-01,544.4,488.2553
1468,CAPE NORTHUMBERLAND (AUSTRALIA),-38.07N,140.67E,1882-9-01,629.6,702.7988
1469,CAPE NORTHUMBERLAND (AUSTRALIA),-38.07N,140.67E,1883-9-01,616.4,702.7988
