ID,Location Name,Latitude,Longitude,Date,Annual Rainfall (mm),Annual Avg Rainfall (mm)
339,AHWA INDIA (INDIA),20.80N,73.70E,1884-9-01,2190.4,1765.034
340,NASIK INDIA (INDIA),20.00N,73.80E,1882-9-01,1292.1,706.3869
341,NASIK INDIA (INDIA),20.00N,73.80E,1883-9-01,1163.2,706.3869
342,NASIK INDIA (INDIA),20.00N,73.80E,1884-9-01,859.6,706.3869
343,DHULIA INDIA (INDIA),20.90N,74.80E,1882-9-01,669.5,617.8262
344,DHULIA INDIA (INDIA),20.90N,74.80E,1883-9-01,862.9,617.8262
345,DHULIA INDIA (INDIA),20.90N,74.80E,1884-9-01,646.0,617.8262
346,BULDHANA INDIA (INDIA),20.50N,76.20E,1882-9-01,1111.8,862.1914
347,BULDHANA INDIA (INDIA),20.50N,76.20E,1883-9-01,1254.8,862.1914
348,BULDHANA INDIA (INDIA),20.50N,76.20E,1884-9-01,1115.0,862.1914
349,AKOLA INDIA (INDIA),20.70N,77.00E,1882-9-01,1385.3,796.2675
350,AKOLA INDIA (INDIA),20.70N,77.00E,1883-9-01,1171.2,796.2675
351,AKOLA INDIA (INDIA),20.70N,77.00E,1884-9-01,1101.3,796.2675
352,AMRAOTI INDIA (INDIA),20.90N,77.80E,1882-9-01,1069.8,862.0556
353,AMRAOTI INDIA (INDIA),20.90N,77.80E,1883-9-01,936.7,862.0556
354,AMRAOTI INDIA (INDIA),20.90N,77.80E,1884-9-01,1133.8,862.0556
355,WARDHA INDIA (INDIA),20.70N,78.60E,1882-9-01,1355.4,1082.1696
356,WARDHA INDIA (INDIA),20.70N,78.60E,1883-9-01,1534.1,1082.1696
357,WARDHA INDIA (INDIA),20.70N,78.60E,1884-9-01,1206.4,1082.1696
358,YEOTMAL INDIA (INDIA),20.40N,78.20E,1882-9-01,1258.6,1066.5976
359,YEOTMAL INDIA (INDIA),20.40N,78.20E,1883-9-01,1427.0,1066.5976
360,YEOTMAL INDIA (INDIA),20.40N,78.20E,1884-9-01,1066.8,1066.5976
361,CUTTACK INDIA (INDIA),20.50N,85.90E,1882-9-01,1899.0,1504.7814
362,CUTTACK INDIA (INDIA),20.50N,85.90E,1883-9-01,1589.0,1504.7814
363,CUTTACK INDIA (INDIA),20.50N,85.90E,1884-9-01,1149.0,1504.7814
364,THANA INDIA (INDIA),19.20N,73.00E,1882-9-01,2721.9,2540.69
365,THANA INDIA (INDIA),19.20N,73.00E,1883-9-01,2451.1,2540.69
366,THANA INDIA (INDIA),19.20N,73.00E,1884-9-01,2663.5,2540.69
367,AHMEDNAGAR INDIA (INDIA),19.10N,74.90E,1882-9-01,855.4,597.676
368,AHMEDNAGAR INDIA (INDIA),19.10N,74.90E,1883-9-01,799.7,597.676
369,AHMEDNAGAR INDIA (INDIA),19.10N,74.90E,1884-9-01,497.3,597.676
370,BHIR INDIA (INDIA),19.00N,75.70E,1882-9-01,1121.2,733.7566
371,BHIR INDIA (INDIA),19.00N,75.70E,1883-9-01,695.6,733.7566
372,BHIR INDIA (INDIA),19.00N,75.70E,1884-9-01,525.0,733.7566
373,AURANGABAD INDIA (INDIA),19.90N,75.30E,1882-9-01,1045.8,748.902
374,AURANGABAD INDIA (INDIA),19.90N,75.30E,1883-9-01,795.5,748.902
375,AURANGABAD INDIA (INDIA),19.90N,75.30E,1884-9-01,716.4,748.902
376,PARBHANI INDIA (INDIA),19.30N,76.80E,1882-9-01,846.5,865.6202
377,PARBHANI INDIA (INDIA),19.30N,76.80E,1883-9-01,895.6,865.6202
378,PARBHANI INDIA (INDIA),19.30N,76.80E,1884-9-01,818.4,865.6202
379,NANDED INDIA (INDIA),19.10N,77.30E,1882-9-01,1264.5,952.5758
380,NANDED INDIA (INDIA),19.10N,77.30E,1883-9-01,882.8,952.5758
381,NANDED INDIA (INDIA),19.10N,77.30E,1884-9-01,862.1,952.5758
382,CHANDRAPUR/CHAN INDIA (INDIA),20.00N,79.30E,1882-9-01,1401.3,1280.486
383,CHANDRAPUR/CHAN INDIA (INDIA),20.00N,79.30E,1883-9-01,1679.2,1280.486
384,CHANDRAPUR/CHAN INDIA (INDIA),20.00N,79.30E,1884-9-01,1904.0,1280.486
385,ASIFABAD INDIA (INDIA),19.40N,79.30E,1882-9-01,1203.1,968.0443
386,ASIFABAD INDIA (INDIA),19.40N,79.30E,1883-9-01,1065.5,968.0443
387,ASIFABAD INDIA (INDIA),19.40N,79.30E,1884-9-01,859.0,968.0443
388,BOMBAY(COLABA) INDIA (INDIA),18.90N,72.80E,1882-9-01,1975.6,1961.2018
389,BOMBAY(COLABA) INDIA (INDIA),18.90N,72.80E,1883-9-01,1983.1,1961.2018
390,BOMBAY(COLABA) INDIA (INDIA),18.90N,72.80E,1884-9-01,1863.4,1961.2018
391,ALIBAG/KOLABA D INDIA (INDIA),18.60N,72.90E,1882-9-01,1630.6,2165.373
392,ALIBAG/KOLABA D INDIA (INDIA),18.60N,72.90E,1883-9-01,2281.0,2165.373
393,ALIBAG/KOLABA D INDIA (INDIA),18.60N,72.90E,1884-9-01,1994.7,2165.373
394,PUNE INDIA (INDIA),18.50N,73.90E,1882-9-01,762.5,717.0372
395,PUNE INDIA (INDIA),18.50N,73.90E,1883-9-01,874.8,717.0372
396,PUNE INDIA (INDIA),18.50N,73.90E,1884-9-01,723.9,717.0372
397,NIZAMABAD INDIA (INDIA),18.70N,78.10E,1882-9-01,1073.6,1024.4662
398,NIZAMABAD INDIA (INDIA),18.70N,78.10E,1883-9-01,1280.1,1024.4662
399,NIZAMABAD INDIA (INDIA),18.70N,78.10E,1884-9-01,1214.5,1024.4662
400,BIDAR INDIA (INDIA),17.90N,77.50E,1882-9-01,1687.3,945.5981
401,BIDAR INDIA (INDIA),17.90N,77.50E,1883-9-01,1003.6,945.5981
402,BIDAR INDIA (INDIA),17.90N,77.50E,1884-9-01,1111.7,945.5981
403,MEDAK INDIA (INDIA),18.10N,78.30E,1882-9-01,1275.8,951.6763
404,MEDAK INDIA (INDIA),18.10N,78.30E,1883-9-01,891.3,951.6763
405,MEDAK INDIA (INDIA),18.10N,78.30E,1884-9-01,977.9,951.6763
406,KARIMNAGAR INDIA (INDIA),18.40N,79.20E,1882-9-01,1100.4,878.1288
407,KARIMNAGAR INDIA (INDIA),18.40N,79.20E,1883-9-01,1143.9,878.1288
408,KARIMNAGAR INDIA (INDIA),18.40N,79.20E,1884-9-01,756.1,878.1288
409,HANUMAKONDA INDIA (INDIA),18.00N,79.60E,1882-9-01,1111.9,908.4174
410,HANUMAKONDA INDIA (INDIA),18.00N,79.60E,1883-9-01,977.6,908.4174
411,HANUMAKONDA INDIA (INDIA),18.00N,79.60E,1884-9-01,815.6,908.4174
412,SRIKAKULAM INDIA (INDIA),18.30N,83.90E,1882-9-01,1008.4,952.0643
413,SRIKAKULAM INDIA (INDIA),18.30N,83.90E,1883-9-01,694.1,952.0643
414,SRIKAKULAM INDIA (INDIA),18.30N,83.90E,1884-9-01,713.7,952.0643
415,RATNAGIRI INDIA (INDIA),17.00N,73.30E,1882-9-01,2967.0,2710.5245
416,RATNAGIRI INDIA (INDIA),17.00N,73.30E,1883-9-01,2551.2,2710.5245
417,RATNAGIRI INDIA (INDIA),17.00N,73.30E,1884-9-01,2621.0,2710.5245
418,SATARA INDIA (INDIA),17.70N,74.00E,1882-9-01,944.9,1052.5493
419,SATARA INDIA (INDIA),17.70N,74.00E,1883-9-01,1235.5,1052.5493
420,SATARA INDIA (INDIA),17.70N,74.00E,1884-9-01,1111.0,1052.5493
421,SHOLAPUR INDIA (INDIA),17.70N,75.90E,1882-9-01,1182.0,717.3461
422,SHOLAPUR INDIA (INDIA),17.70N,75.90E,1883-9-01,476.4,717.3461
423,SHOLAPUR INDIA (INDIA),17.70N,75.90E,1884-9-01,557.6,717.3461
424,OSMANABAD INDIA (INDIA),18.20N,76.10E,1882-9-01,1239.5,850.7202
425,OSMANABAD INDIA (INDIA),18.20N,76.10E,1883-9-01,760.6,850.7202
426,OSMANABAD INDIA (INDIA),18.20N,76.10E,1884-9-01,799.0,850.7202
427,GULBARGA INDIA (INDIA),17.40N,76.90E,1882-9-01,941.8,769.5794
428,GULBARGA INDIA (INDIA),17.40N,76.90E,1883-9-01,624.6,769.5794
430,HYDERABAD/BEGUM INDIA (INDIA),17.50N,78.50E,1882-9-01,964.4,799.0816
431,HYDERABAD/BEGUM INDIA (INDIA),17.50N,78.50E,1883-9-01,850.1,799.0816
432,HYDERABAD/BEGUM INDIA (INDIA),17.50N,78.50E,1884-9-01,743.0,799.0816
433,NALGONDA INDIA (INDIA),17.10N,79.30E,1882-9-01,1006.2,739.5046
434,NALGONDA INDIA (INDIA),17.10N,79.30E,1883-9-01,636.7,739.5046
435,NALGONDA INDIA (INDIA),17.10N,79.30E,1884-9-01,409.3,739.5046
436,KHAMMAM INDIA (INDIA),17.30N,80.20E,1882-9-01,1221.2,924.6231
437,KHAMMAM INDIA (INDIA),17.30N,80.20E,1883-9-01,1017.3,924.6231
438,KHAMMAM INDIA (INDIA),17.30N,80.20E,1884-9-01,702.3,924.6231
439,VISAKHAPATNAM INDIA (INDIA),17.70N,83.30E,1882-9-01,1361.5,997.6517
440,VISAKHAPATNAM INDIA (INDIA),17.70N,83.30E,1883-9-01,1176.0,997.6517
441,VISAKHAPATNAM INDIA (INDIA),17.70N,83.30E,1884-9-01,736.6,997.6517
442,KOLHAPUR INDIA (INDIA),16.70N,74.20E,1882-9-01,896.0,1045.5832
443,KOLHAPUR INDIA (INDIA),16.70N,74.20E,1883-9-01,862.2,1045.5832
444,KOLHAPUR INDIA (INDIA),16.70N,74.20E,1884-9-01,969.8,1045.5832
445,SANGLI INDIA (INDIA),16.90N,74.60E,1882-9-01,691.9,603.0539
446,SANGLI INDIA (INDIA),16.90N,74.60E,1883-9-01,721.4,603.0539
447,SANGLI INDIA (INDIA),16.90N,74.60E,1884-9-01,638.3,603.0539
448,BIJAPUR INDIA (INDIA),16.80N,75.70E,1882-9-01,1047.7,587.9935
449,BIJAPUR INDIA (INDIA),16.80N,75.70E,1883-9-01,359.4,587.9935
450,BIJAPUR INDIA (INDIA),16.80N,75.70E,1884-9-01,439.8,587.9935
451,MAHABUBNAGAR INDIA (INDIA),16.70N,78.00E,1882-9-01,1052.3,868.0571
452,MAHABUBNAGAR INDIA (INDIA),16.70N,78.00E,1883-9-01,971.0,868.0571
453,MAHABUBNAGAR INDIA (INDIA),16.70N,78.00E,1884-9-01,829.0,868.0571
454,RAICHUR INDIA (INDIA),16.20N,77.40E,1882-9-01,689.0,694.0528
455,RAICHUR INDIA (INDIA),16.20N,77.40E,1883-9-01,423.6,694.0528
456,RAICHUR INDIA (INDIA),16.20N,77.40E,1884-9-01,491.4,694.0528
457,GUNTUR INDIA (INDIA),16.30N,80.50E,1882-9-01,1036.7,867.1617
458,GUNTUR INDIA (INDIA),16.30N,80.50E,1883-9-01,905.6,867.1617
459,GUNTUR INDIA (INDIA),16.30N,80.50E,1884-9-01,727.9,867.1617
460,ELURU INDIA (INDIA),16.70N,81.10E,1882-9-01,1291.5,975.2958
461,ELURU INDIA (INDIA),16.70N,81.10E,1883-9-01,796.8,975.2958
462,ELURU INDIA (INDIA),16.70N,81.10E,1884-9-01,753.7,975.2958
463,MASULIPATNAM INDIA (INDIA),16.20N,81.10E,1882-9-01,1156.2,1049.8026
464,MASULIPATNAM INDIA (INDIA),16.20N,81.10E,1883-9-01,1291.0,1049.8026
465,MASULIPATNAM INDIA (INDIA),16.20N,81.10E,1884-9-01,953.6,1049.8026
466,KAKINADA INDIA (INDIA),17.00N,82.20E,1882-9-01,913.1,1073.2695
467,KAKINADA INDIA (INDIA),17.00N,82.20E,1883-9-01,1192.6,1073.2695
468,KAKINADA INDIA (INDIA),17.00N,82.20E,1884-9-01,875.5,1073.2695
469,GOA/PANJIM INDIA (INDIA),15.50N,73.80E,1882-9-01,2856.5,2705.0323
470,GOA/PANJIM INDIA (INDIA),15.50N,73.80E,1883-9-01,2314.6,2705.0323
471,GOA/PANJIM INDIA (INDIA),15.50N,73.80E,1884-9-01,2432.8,2705.0323
472,BELGAUM/SAMBRA INDIA (INDIA),15.90N,74.60E,1882-9-01,1260.3,1221.1534
473,BELGAUM/SAMBRA INDIA (INDIA),15.90N,74.60E,1883-9-01,1438.1,1221.1534
474,BELGAUM/SAMBRA INDIA (INDIA),15.90N,74.60E,1884-9-01,1139.0,1221.1534
475,DHARWAR INDIA (INDIA),15.50N,75.00E,1882-9-01,808.8,823.4274
476,DHARWAR INDIA (INDIA),15.50N,75.00E,1883-9-01,681.2,823.4274
477,DHARWAR INDIA (INDIA),15.50N,75.00E,1884-9-01,601.0,823.4274
478,BELLARY INDIA (INDIA),15.20N,76.90E,1882-9-01,521.6,513.2956
479,BELLARY INDIA (INDIA),15.20N,76.90E,1883-9-01,277.3,513.2956
480,BELLARY INDIA (INDIA),15.20N,76.90E,1884-9-01,321.7,513.2956
481,KURNOOL INDIA (INDIA),15.80N,78.10E,1882-9-01,820.2,656.5425
482,KURNOOL INDIA (INDIA),15.80N,78.10E,1883-9-01,427.5,656.5425
483,KURNOOL INDIA (INDIA),15.80N,78.10E,1884-9-01,622.1,656.5425
484,ONGOLE INDIA (INDIA),15.60N,80.10E,1882-9-01,1211.5,849.1883
485,ONGOLE INDIA (INDIA),15.60N,80.10E,1883-9-01,880.2,849.1883
486,ONGOLE INDIA (INDIA),15.60N,80.10E,1884-9-01,960.1,849.1883
487,KARWAR INDIA (INDIA),14.80N,74.10E,1882-9-01,3503.8,3111.4009
488,KARWAR INDIA (INDIA),14.80N,74.10E,1883-9-01,2750.0,3111.4009
489,KARWAR INDIA (INDIA),14.80N,74.10E,1884-9-01,2840.9,3111.4009
490,CHITRADURG INDIA (INDIA),14.20N,76.40E,1882-9-01,678.0,630.119
491,CHITRADURG INDIA (INDIA),14.20N,76.40E,1883-9-01,486.3,630.119
492,CHITRADURG INDIA (INDIA),14.20N,76.40E,1884-9-01,533.6,630.119
493,ANANTAPUR INDIA (INDIA),14.70N,77.60E,1882-9-01,498.0,535.9778
494,ANANTAPUR INDIA (INDIA),14.70N,77.60E,1883-9-01,275.6,535.9778
495,ANANTAPUR INDIA (INDIA),14.70N,77.60E,1884-9-01,355.6,535.9778
496,CUDDAPAH INDIA (INDIA),14.50N,78.80E,1882-9-01,1012.5,774.7889
497,CUDDAPAH INDIA (INDIA),14.50N,78.80E,1883-9-01,738.2,774.7889
498,CUDDAPAH INDIA (INDIA),14.50N,78.80E,1884-9-01,956.5,774.7889
499,NELLORE INDIA (INDIA),14.50N,80.00E,1882-9-01,1395.8,1010.1734
500,NELLORE INDIA (INDIA),14.50N,80.00E,1883-9-01,962.4,1010.1734
501,NELLORE INDIA (INDIA),14.50N,80.00E,1884-9-01,1484.8,1010.1734
502,SHIMOGA INDIA (INDIA),13.90N,75.60E,1882-9-01,1036.6,879.0431
503,SHIMOGA INDIA (INDIA),13.90N,75.60E,1883-9-01,946.5,879.0431
504,SHIMOGA INDIA (INDIA),13.90N,75.60E,1884-9-01,799.3,879.0431
505,CHIKMAGALUR INDIA (INDIA),13.30N,75.80E,1882-9-01,1120.7,904.1024
506,CHIKMAGALUR INDIA (INDIA),13.30N,75.80E,1883-9-01,1041.8,904.1024
507,CHIKMAGALUR INDIA (INDIA),13.30N,75.80E,1884-9-01,930.0,904.1024
508,HASSAN INDIA (INDIA),13.00N,76.20E,1882-9-01,1095.4,845.8015
509,HASSAN INDIA (INDIA),13.00N,76.20E,1883-9-01,790.5,845.8015
510,HASSAN INDIA (INDIA),13.00N,76.20E,1884-9-01,708.8,845.8015
511,TUMKUR INDIA (INDIA),13.40N,77.10E,1882-9-01,1137.3,834.2242
512,TUMKUR INDIA (INDIA),13.40N,77.10E,1883-9-01,686.4,834.2242
513,TUMKUR INDIA (INDIA),13.40N,77.10E,1884-9-01,582.0,834.2242
514,NUNGAMBAKKAM TAMIL NA (INDIA),13.10N,80.20E,1882-9-01,1293.8,1262.5491
515,NUNGAMBAKKAM TAMIL NA (INDIA),13.10N,80.20E,1883-9-01,1498.6,1262.5491
516,NUNGAMBAKKAM TAMIL NA (INDIA),13.10N,80.20E,1884-9-01,1942.1,1262.5491
517,MADRAS/MINAMBAKKAM INDIA (INDIA),13.00N,80.20E,1882-9-01,1293.8,1273.1846
518,MADRAS/MINAMBAKKAM INDIA (INDIA),13.00N,80.20E,1883-9-01,1498.6,1273.1846
519,MADRAS/MINAMBAKKAM INDIA (INDIA),13.00N,80.20E,1884-9-01,1942.1,1273.1846
520,CHINGELPUT INDIA (INDIA),12.70N,80.00E,1882-9-01,879.7,1207.9029
521,CHINGELPUT INDIA (INDIA),12.70N,80.00E,1883-9-01,1032.1,1207.9029
522,CHINGELPUT INDIA (INDIA),12.70N,80.00E,1884-9-01,1980.8,1207.9029
523,MANGALORE INDIA (INDIA),12.90N,74.90E,1882-9-01,3064.5,3423.6797
524,MANGALORE INDIA (INDIA),12.90N,74.90E,1883-9-01,2544.7,3423.6797
525,MANGALORE INDIA (INDIA),12.90N,74.90E,1884-9-01,3343.3,3423.6797
526,MERCARA INDIA (INDIA),12.40N,75.70E,1882-9-01,3951.7,3270.3536
527,MERCARA INDIA (INDIA),12.40N,75.70E,1883-9-01,3110.1,3270.3536
528,MERCARA INDIA (INDIA),12.40N,75.70E,1884-9-01,3516.3,3270.3536
529,MANDYA INDIA (INDIA),12.50N,76.90E,1882-9-01,827.4,746.2312
530,MANDYA INDIA (INDIA),12.50N,76.90E,1883-9-01,624.3,746.2312
531,MANDYA INDIA (INDIA),12.50N,76.90E,1884-9-01,408.7,746.2312
532,MYSORE INDIA (INDIA),12.30N,76.70E,1882-9-01,1005.4,786.2388
533,MYSORE INDIA (INDIA),12.30N,76.70E,1883-9-01,824.0,786.2388
534,MYSORE INDIA (INDIA),12.30N,76.70E,1884-9-01,549.1,786.2388
535,BANGALORE INDIA (INDIA),13.00N,77.60E,1882-9-01,882.0,929.6489
536,BANGALORE INDIA (INDIA),13.00N,77.60E,1883-9-01,675.9,929.6489
537,BANGALORE INDIA (INDIA),13.00N,77.60E,1884-9-01,796.0,929.6489
538,KOLAR INDIA (INDIA),13.10N,78.10E,1882-9-01,883.1,739.3325
540,KOLAR INDIA (INDIA),13.10N,78.10E,1884-9-01,624.8,739.3325
541,DHARAMPURI INDIA (INDIA),12.10N,78.20E,1882-9-01,796.7,844.03
542,DHARAMPURI INDIA (INDIA),12.10N,78.20E,1883-9-01,808.8,844.03
543,DHARAMPURI INDIA (INDIA),12.10N,78.20E,1884-9-01,984.6,844.03
544,VELLORE INDIA (INDIA),12.90N,79.20E,1882-9-01,1156.2,1017.0772
545,VELLORE INDIA (INDIA),12.90N,79.20E,1883-9-01,948.6,1017.0772
546,VELLORE INDIA (INDIA),12.90N,79.20E,1884-9-01,1208.3,1017.0772
547,CHITTOOR INDIA (INDIA),13.20N,79.10E,1882-9-01,1272.5,909.0686
548,CHITTOOR INDIA (INDIA),13.20N,79.10E,1883-9-01,1084.1,909.0686
549,CHITTOOR INDIA (INDIA),13.20N,79.10E,1884-9-01,1027.8,909.0686
550,KOZHIKODE INDIA (INDIA),11.30N,75.80E,1882-9-01,2905.7,3100.3349
551,KOZHIKODE INDIA (INDIA),11.30N,75.80E,1883-9-01,2288.6,3100.3349
552,KOZHIKODE INDIA (INDIA),11.30N,75.80E,1884-9-01,3613.7,3100.3349
553,PONNANI INDIA (INDIA),10.80N,75.90E,1882-9-01,2961.2,2828.6324
554,PONNANI INDIA (INDIA),10.80N,75.90E,1883-9-01,2282.0,2828.6324
555,PONNANI INDIA (INDIA),10.80N,75.90E,1884-9-01,2996.2,2828.6324
556,CANNANORE INDIA (INDIA),11.90N,75.40E,1882-9-01,3001.5,3204.0069
557,CANNANORE INDIA (INDIA),11.90N,75.40E,1883-9-01,2588.7,3204.0069
558,CANNANORE INDIA (INDIA),11.90N,75.40E,1884-9-01,3751.8,3204.0069
559,OOTACAMUND INDIA (INDIA),11.40N,76.70E,1882-9-01,1289.7,1251.022
560,OOTACAMUND INDIA (INDIA),11.40N,76.70E,1883-9-01,1030.3,1251.022
561,OOTACAMUND INDIA (INDIA),11.40N,76.70E,1884-9-01,1269.7,1251.022
562,COIMBATORE INDIA (INDIA),11.00N,77.00E,1882-9-01,494.8,605.6604
563,COIMBATORE INDIA (INDIA),11.00N,77.00E,1883-9-01,513.4,605.6604
564,COIMBATORE INDIA (INDIA),11.00N,77.00E,1884-9-01,657.6,605.6604
565,SALEM INDIA (INDIA),11.70N,78.20E,1882-9-01,1303.6,982.3985
566,SALEM INDIA (INDIA),11.70N,78.20E,1883-9-01,1110.9,982.3985
567,SALEM INDIA (INDIA),11.70N,78.20E,1884-9-01,811.1,982.3985
568,CUDDALORE INDIA (INDIA),11.80N,79.80E,1882-9-01,960.6,1339.7814
569,CUDDALORE INDIA (INDIA),11.80N,79.80E,1883-9-01,1148.4,1339.7814
570,CUDDALORE INDIA (INDIA),11.80N,79.80E,1884-9-01,2451.4,1339.7814
571,TANJAVORE INDIA (INDIA),10.80N,79.10E,1882-9-01,864.6,938.0104
572,TANJAVORE INDIA (INDIA),10.80N,79.10E,1883-9-01,645.2,938.0104
573,TANJAVORE INDIA (INDIA),10.80N,79.10E,1884-9-01,1090.6,938.0104
574,PORT BLAIR INDIA (INDIA),11.70N,92.70E,1882-9-01,2971.8,2986.4061
575,PORT BLAIR INDIA (INDIA),11.70N,92.70E,1883-9-01,2887.4,2986.4061
576,PORT BLAIR INDIA (INDIA),11.70N,92.70E,1884-9-01,2746.4,2986.4061
577,PALGHAT INDIA (INDIA),10.80N,76.70E,1882-9-01,2373.2,2067.5034
578,PALGHAT INDIA (INDIA),10.80N,76.70E,1883-9-01,1513.8,2067.5034
579,PALGHAT INDIA (INDIA),10.80N,76.70E,1884-9-01,1974.1,2067.5034
580,TRICHUR INDIA (INDIA),10.50N,76.20E,1882-9-01,3312.4,3101.7184
581,TRICHUR INDIA (INDIA),10.50N,76.20E,1883-9-01,2435.0,3101.7184
582,TRICHUR INDIA (INDIA),10.50N,76.20E,1884-9-01,3685.1,3101.7184
583,TIRUCHIRAPALLI INDIA (INDIA),10.80N,78.70E,1882-9-01,839.8,865.6369
584,TIRUCHIRAPALLI INDIA (INDIA),10.80N,78.70E,1883-9-01,721.0,865.6369
585,TIRUCHIRAPALLI INDIA (INDIA),10.80N,78.70E,1884-9-01,853.6,865.6369
586,PUDUKOTTAI INDIA (INDIA),10.40N,78.80E,1882-9-01,787.4,989.6171
587,PUDUKOTTAI INDIA (INDIA),10.40N,78.80E,1883-9-01,683.4,989.6171
588,PUDUKOTTAI INDIA (INDIA),10.40N,78.80E,1884-9-01,1149.9,989.6171
589,FORT COCHIN INDIA (INDIA),10.00N,76.20E,1882-9-01,3424.3,3033.2844
590,FORT COCHIN INDIA (INDIA),10.00N,76.20E,1883-9-01,2260.9,3033.2844
591,FORT COCHIN INDIA (INDIA),10.00N,76.20E,1884-9-01,3552.6,3033.2844
592,HARIPAD INDIA (INDIA),9.30N,76.50E,1882-9-01,2730.1,2763.7847
593,HARIPAD INDIA (INDIA),9.30N,76.50E,1883-9-01,2007.7,2763.7847
594,HARIPAD INDIA (INDIA),9.30N,76.50E,1884-9-01,2921.4,2763.7847
595,PUNALUR INDIA (INDIA),9.00N,76.90E,1882-9-01,2932.2,2859.8811
596,PUNALUR INDIA (INDIA),9.00N,76.90E,1883-9-01,2156.3,2859.8811
597,PUNALUR INDIA (INDIA),9.00N,76.90E,1884-9-01,3018.9,2859.8811
598,KOTTAYAM INDIA (INDIA),9.60N,76.50E,1882-9-01,2856.4,3094.7195
599,KOTTAYAM INDIA (INDIA),9.60N,76.50E,1883-9-01,2015.1,3094.7195
600,KOTTAYAM INDIA (INDIA),9.60N,76.50E,1884-9-01,3446.5,3094.7195
601,MADURAI INDIA (INDIA),9.90N,78.10E,1882-9-01,761.3,878.0538
602,MADURAI INDIA (INDIA),9.90N,78.10E,1883-9-01,997.4,878.0538
603,MADURAI INDIA (INDIA),9.90N,78.10E,1884-9-01,667.8,878.0538
604,RAMANATHAPURAM INDIA (INDIA),9.40N,78.80E,1882-9-01,1141.5,853.0465
605,RAMANATHAPURAM INDIA (INDIA),9.40N,78.80E,1883-9-01,721.6,853.0465
606,RAMANATHAPURAM INDIA (INDIA),9.40N,78.80E,1884-9-01,1140.2,853.0465
607,TRIVANDRUM INDIA (INDIA),8.50N,77.00E,1882-9-01,1706.3,1722.3194
608,TRIVANDRUM INDIA (INDIA),8.50N,77.00E,1883-9-01,1278.7,1722.3194
609,TRIVANDRUM INDIA (INDIA),8.50N,77.00E,1884-9-01,1750.3,1722.3194
610,TIRUNELVELI INDIA (INDIA),8.70N,77.70E,1882-9-01,754.6,728.9402
611,TIRUNELVELI INDIA (INDIA),8.70N,77.70E,1883-9-01,515.3,728.9402
612,TIRUNELVELI INDIA (INDIA),8.70N,77.70E,1884-9-01,980.3,728.9402
613,NAGARCOIL INDIA (INDIA),8.20N,77.50E,1882-9-01,1033.1,1041.4183
614,NAGARCOIL INDIA (INDIA),8.20N,77.50E,1883-9-01,899.1,1041.4183
615,NAGARCOIL INDIA (INDIA),8.20N,77.50E,1884-9-01,1263.5,1041.4183
616,BUSHEHR IRAN (IRAN),29.00N,50.80E,1882-9-01,348.0,255.4452
618,BUSHEHR IRAN (IRAN),29.00N,50.80E,1884-9-01,683.1,255.4452
619,HAKODATE JAPAN (JAPAN),41.80N,140.80E,1882-9-01,813.3,1167.3807
620,HAKODATE JAPAN (JAPAN),41.80N,140.80E,1883-9-01,1036.6,1167.3807
621,HAKODATE JAPAN (JAPAN),41.80N,140.80E,1884-9-01,984.3,1167.3807
623,HAMAMATSU JAPAN (JAPAN),34.70N,137.70E,1883-9-01,1658.6,1927.0595
624,HAMAMATSU JAPAN (JAPAN),34.70N,137.70E,1884-9-01,2258.8,1927.0595
625,TOKYO JAPAN (JAPAN),35.80N,139.80E,1882-9-01,1702.5,1533.4218
626,TOKYO JAPAN (JAPAN),35.80N,139.80E,1883-9-01,1416.0,1533.4218
627,TOKYO JAPAN (JAPAN),35.80N,139.80E,1884-9-01,1376.8,1533.4218
628,KYOTO JAPAN (JAPAN),35.00N,135.70E,1882-9-01,1015.5,1570.5
629,KYOTO JAPAN (JAPAN),35.00N,135.70E,1883-9-01,1642.9,1570.5
630,KYOTO JAPAN (JAPAN),35.00N,135.70E,1884-9-01,1877.4,1570.5
631,HIROSHIMA JAPAN (JAPAN),34.40N,132.40E,1882-9-01,872.7,1548.7552
632,HIROSHIMA JAPAN (JAPAN),34.40N,132.40E,1883-9-01,1517.5,1548.7552
633,HIROSHIMA JAPAN (JAPAN),34.40N,132.40E,1884-9-01,1809.9,1548.7552
634,NAGASAKI JAPAN (JAPAN),32.70N,129.90E,1882-9-01,1875.1,1950.4424
635,NAGASAKI JAPAN (JAPAN),32.70N,129.90E,1883-9-01,1892.1,1950.4424
636,NAGASAKI JAPAN (JAPAN),32.70N,129.90E,1884-9-01,2889.0,1950.4424
637,CHOIBALSAN MONGOLIA (MONGOLIA),48.10N,114.50E,1882-9-01,77.2,100.0559
638,CHOIBALSAN MONGOLIA (MONGOLIA),48.10N,114.50E,1883-9-01,142.2,100.0559
639,CHOIBALSAN MONGOLIA (MONGOLIA),48.10N,114.50E,1884-9-01,20.3,100.0559
640,AKYAB MYANMAR (MYANMAR),20.10N,93.00E,1882-9-01,4492.3,4899.044
641,AKYAB MYANMAR (MYANMAR),20.10N,93.00E,1883-9-01,4677.6,4899.044
642,AKYAB MYANMAR (MYANMAR),20.10N,93.00E,1884-9-01,5464.8,4899.044
643,RANGOON MYANMAR (MYANMAR),16.80N,96.20E,1882-9-01,2445.6,2517.2601
