ID,Location Name,Latitude,Longitude,Date,Rainfall (mm),Avg Rainfall (mm),Rainfall (% anomaly)
14222,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1883-12-01,17.8,24.4618,72.77
14223,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-01-01,18.0,20.3792,88.33
14224,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-02-01,0.8,21.2704,3.76
14225,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-03-01,72.8,17.1024,425.67
14226,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-04-01,7.8,27.7468,28.11
14227,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-05-01,63.2,41.3484,152.85
14228,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-06-01,43.7,48.7815,89.58
14229,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-07-01,6.3,50.4871,12.48
14230,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-08-01,47.6,54.0081,88.13
14231,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-09-01,59.3,48.5424,122.16
14232,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-10-01,30.9,41.513,74.43
14233,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-11-01,5.2,29.6847,17.52
14234,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1884-12-01,39.1,24.4618,159.84
14235,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-01-01,15.7,20.3792,77.04
14236,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-02-01,33.7,21.2704,158.44
14237,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-03-01,14.0,17.1024,81.86
14238,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-04-01,28.3,27.7468,101.99
14239,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-05-01,22.7,41.3484,54.9
14240,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-06-01,29.9,48.7815,61.29
14241,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-07-01,25.5,50.4871,50.51
14242,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-08-01,26.2,54.0081,48.51
14243,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-09-01,40.7,48.5424,83.84
14244,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-10-01,16.9,41.513,40.71
14245,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-11-01,6.4,29.6847,21.56
14246,HALLETT POST OFFICE (AUSTRALIA),-33.42,138.90,1885-12-01,42.4,24.4618,173.33
14247,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-01-01,4.3,20.5054,20.97
14248,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-02-01,6.1,20.0465,30.43
14249,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-03-01,12.2,18.8672,64.66
14250,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-04-01,37.3,29.7819,125.24
14251,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-05-01,113.5,44.9484,252.51
14252,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-06-01,46.2,54.3954,84.93
14253,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-07-01,45.5,56.6341,80.34
14254,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-08-01,71.4,57.2085,124.81
14255,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-09-01,72.9,53.0729,137.36
14256,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-10-01,18.8,45.1516,41.64
14257,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-11-01,36.8,33.2898,110.54
14258,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1883-12-01,18.3,26.0638,70.21
14259,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-01-01,51.8,20.5054,252.62
14260,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-02-01,2.0,20.0465,9.98
14261,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-03-01,71.9,18.8672,381.08
14262,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-04-01,14.5,29.7819,48.69
14263,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-05-01,81.9,44.9484,182.21
14264,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-06-01,55.0,54.3954,101.11
14265,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-07-01,5.4,56.6341,9.53
14266,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-08-01,31.2,57.2085,54.54
14267,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-09-01,94.9,53.0729,178.81
14268,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-10-01,32.4,45.1516,71.76
14269,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-11-01,14.5,33.2898,43.56
14270,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1884-12-01,31.5,26.0638,120.86
14271,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-01-01,16.8,20.5054,81.93
14272,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-02-01,36.5,20.0465,182.08
14273,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-03-01,10.2,18.8672,54.06
14274,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-04-01,16.3,29.7819,54.73
14275,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-05-01,21.9,44.9484,48.72
14276,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-06-01,35.4,54.3954,65.08
14277,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-07-01,23.6,56.6341,41.67
14278,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-08-01,28.6,57.2085,49.99
14279,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-09-01,59.3,53.0729,111.73
14280,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-10-01,17.4,45.1516,38.54
14281,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-11-01,3.1,33.2898,9.31
14282,JAMESTOWN POST OFFICE (AUSTRALIA),-33.20,138.60,1885-12-01,33.9,26.0638,130.07
14283,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-01-01,0.0,21.3926,0.0
14284,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-02-01,6.6,20.5983,32.04
14285,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-03-01,7.1,15.6403,45.4
14286,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-04-01,20.8,20.8617,99.7
14287,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-05-01,57.7,29.1331,198.06
14288,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-06-01,31.8,33.7817,94.13
14289,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-07-01,41.1,34.5645,118.91
14290,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-08-01,56.4,38.743,145.57
14291,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-09-01,38.9,35.4756,109.65
14292,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-10-01,17.0,31.632,53.74
14293,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-11-01,31.5,23.584,133.57
14294,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1883-12-01,14.5,23.7653,61.01
14295,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-01-01,12.7,21.3926,59.37
14296,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-02-01,0.6,20.5983,2.91
14297,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-03-01,90.1,15.6403,576.08
14298,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-04-01,8.9,20.8617,42.66
14299,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-05-01,79.6,29.1331,273.23
14300,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-06-01,42.8,33.7817,126.7
14301,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-07-01,1.5,34.5645,4.34
14302,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-08-01,34.9,38.743,90.08
14303,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-09-01,74.5,35.4756,210.0
14304,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-10-01,34.1,31.632,107.8
14305,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-11-01,15.3,23.584,64.87
14306,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1884-12-01,34.6,23.7653,145.59
14307,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-01-01,29.0,21.3926,135.56
14308,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-02-01,44.8,20.5983,217.49
14309,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-03-01,21.6,15.6403,138.1
14310,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-04-01,28.7,20.8617,137.57
14311,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-05-01,22.4,29.1331,76.89
14312,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-06-01,24.7,33.7817,73.12
14313,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-07-01,27.6,34.5645,79.85
14314,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-08-01,14.7,38.743,37.94
14315,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-09-01,39.3,35.4756,110.78
14316,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-10-01,10.4,31.632,32.88
14317,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-11-01,3.2,23.584,13.57
14318,TEROWIE POST OFFICE (AUSTRALIA),-33.15,138.92,1885-12-01,105.6,23.7653,444.35
14319,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-01-01,2.0,19.9227,10.04
14320,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-02-01,4.6,19.8938,23.12
14321,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-03-01,12.4,17.3015,71.67
14322,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-04-01,21.3,22.2844,95.58
14323,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-05-01,71.1,32.1656,221.04
14324,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-06-01,42.2,37.1313,113.65
14325,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-07-01,40.4,38.2641,105.58
14326,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-08-01,42.2,41.1641,102.52
14327,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-09-01,43.9,37.9539,115.67
14328,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-10-01,13.5,33.5654,40.22
14329,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-11-01,34.5,24.3944,141.43
14330,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1883-12-01,11.9,22.1744,53.67
14331,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-01-01,13.3,19.9227,66.76
14332,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-02-01,1.5,19.8938,7.54
14333,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-03-01,72.7,17.3015,420.19
14334,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-04-01,9.9,22.2844,44.43
14335,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-05-01,63.1,32.1656,196.17
14336,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-06-01,46.3,37.1313,124.69
14337,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-07-01,2.6,38.2641,6.79
14338,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-08-01,39.0,41.1641,94.74
14339,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-09-01,59.0,37.9539,155.45
14340,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-10-01,20.6,33.5654,61.37
14341,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-11-01,18.1,24.3944,74.2
14342,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1884-12-01,22.9,22.1744,103.27
14343,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-01-01,21.3,19.9227,106.91
14344,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-02-01,36.2,19.8938,181.97
14345,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-03-01,18.5,17.3015,106.93
14346,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-04-01,17.8,22.2844,79.88
14347,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-05-01,11.3,32.1656,35.13
14348,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-06-01,26.2,37.1313,70.56
14349,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-07-01,22.2,38.2641,58.02
14350,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-08-01,25.9,41.1641,62.92
14351,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-09-01,32.1,37.9539,84.58
14352,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-10-01,11.5,33.5654,34.26
14353,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-11-01,3.3,24.3944,13.53
14354,WHYTE-YARCOWIE POST OFFICE (AUSTRALIA),-33.23,138.88,1885-12-01,62.3,22.1744,280.95
14355,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-01-01,0.5,21.5496,2.32
14356,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-02-01,6.9,22.328,30.9
14357,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-03-01,9.1,20.204,45.04
14358,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-04-01,19.6,32.348,60.59
14359,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-05-01,119.4,45.4112,262.93
14360,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-06-01,69.6,52.648,132.2
14361,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-07-01,69.6,51.1712,136.01
14362,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-08-01,56.4,56.3216,100.14
14363,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-09-01,39.1,49.0048,79.79
14364,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-10-01,30.5,41.2768,73.89
14365,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-11-01,25.9,28.8806,89.68
14366,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1883-12-01,11.7,24.4476,47.86
14367,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-01-01,43.0,21.5496,199.54
14368,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-02-01,0.0,22.328,0.0
14369,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-03-01,41.9,20.204,207.38
14370,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-04-01,19.4,32.348,59.97
14371,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-05-01,81.3,45.4112,179.03
14372,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-06-01,59.2,52.648,112.44
14373,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-07-01,12.4,51.1712,24.23
14374,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-08-01,30.3,56.3216,53.8
14375,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-09-01,69.6,49.0048,142.03
14376,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-10-01,26.4,41.2768,63.96
14377,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-11-01,16.3,28.8806,56.44
14378,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1884-12-01,41.1,24.4476,168.11
14379,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-01-01,7.6,21.5496,35.27
14380,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-02-01,26.8,22.328,120.03
14381,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-03-01,21.3,20.204,105.42
14382,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-04-01,17.8,32.348,55.03
14383,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-05-01,24.0,45.4112,52.85
14384,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-06-01,44.8,52.648,85.09
14385,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-07-01,29.3,51.1712,57.26
14386,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-08-01,46.4,56.3216,82.38
14387,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-09-01,27.4,49.0048,55.91
14388,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-10-01,25.6,41.2768,62.02
14389,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-11-01,0.0,28.8806,0.0
14390,EUDUNDA POST OFFICE (AUSTRALIA),-34.18,139.08,1885-12-01,66.8,24.4476,273.24
14391,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-01-01,2.0,21.2411,9.42
14392,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-02-01,8.4,20.9569,40.08
14393,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-03-01,12.4,21.6569,57.26
14394,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-04-01,29.0,38.1057,76.1
14395,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-05-01,162.1,56.713,285.83
14396,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-06-01,63.8,64.0439,99.62
14397,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-07-01,67.1,63.6282,105.46
14398,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-08-01,54.1,69.1944,78.19
14399,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-09-01,42.7,59.7379,71.48
14400,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-10-01,25.1,49.0234,51.2
14401,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-11-01,20.6,33.6398,61.24
14402,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1883-12-01,7.9,25.5182,30.96
14403,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-01-01,39.8,21.2411,187.37
14404,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-02-01,1.5,20.9569,7.16
14405,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-03-01,37.8,21.6569,174.54
14406,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-04-01,32.7,38.1057,85.81
14407,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-05-01,98.2,56.713,173.15
14408,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-06-01,88.6,64.0439,138.34
14409,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-07-01,9.5,63.6282,14.93
14410,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-08-01,38.3,69.1944,55.35
14411,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-09-01,56.4,59.7379,94.41
14412,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-10-01,37.3,49.0234,76.09
14413,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-11-01,11.9,33.6398,35.37
14414,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1884-12-01,29.2,25.5182,114.43
14415,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-01-01,8.4,21.2411,39.55
14416,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-02-01,30.4,20.9569,145.06
14417,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-03-01,17.3,21.6569,79.88
14418,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-04-01,11.7,38.1057,30.7
14419,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-05-01,27.5,56.713,48.49
14420,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-06-01,53.8,64.0439,84.0
14421,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-07-01,29.4,63.6282,46.21
14422,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-08-01,41.7,69.1944,60.26
14423,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-09-01,40.1,59.7379,67.13
14424,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-10-01,20.1,49.0234,41.0
14425,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-11-01,9.0,33.6398,26.75
14426,MARRABEL POST OFFICE (AUSTRALIA),-34.15,138.88,1885-12-01,37.8,25.5182,148.13
14427,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-01-01,7.6,21.6372,35.12
14428,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-02-01,10.2,20.8054,49.03
14429,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-03-01,10.7,22.0227,48.59
14430,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-04-01,31.5,39.9143,78.92
14431,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-05-01,177.3,57.5138,308.27
14432,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-06-01,59.4,65.0292,91.34
14433,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-07-01,66.5,63.7508,104.31
14434,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-08-01,71.4,66.3151,107.67
14435,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-09-01,34.5,58.8776,58.6
14436,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-10-01,29.2,48.8168,59.82
14437,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-11-01,20.6,33.6556,61.21
14438,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1883-12-01,22.9,24.3857,93.91
14439,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-01-01,38.2,21.6372,176.55
14440,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-02-01,0.0,20.8054,0.0
14441,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-03-01,50.0,22.0227,227.04
14442,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-04-01,31.2,39.9143,78.17
14443,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-05-01,95.8,57.5138,166.57
14444,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-06-01,107.1,65.0292,164.7
14445,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-07-01,7.1,63.7508,11.14
14446,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-08-01,40.4,66.3151,60.92
14447,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-09-01,67.4,58.8776,114.47
14448,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-10-01,40.3,48.8168,82.55
14449,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-11-01,10.7,33.6556,31.79
14450,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1884-12-01,29.5,24.3857,120.97
14451,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-01-01,7.7,21.6372,35.59
14452,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-02-01,34.3,20.8054,164.86
14453,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-03-01,11.4,22.0227,51.76
14454,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-04-01,16.0,39.9143,40.09
14455,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-05-01,28.7,57.5138,49.9
14456,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-06-01,63.3,65.0292,97.34
14457,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-07-01,41.1,63.7508,64.47
14458,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-08-01,71.8,66.3151,108.27
14459,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-09-01,39.7,58.8776,67.43
14460,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-10-01,34.8,48.8168,71.29
14461,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-11-01,2.5,33.6556,7.43
14462,RIVERTON POST OFFICE (AUSTRALIA),-34.17,138.75,1885-12-01,27.9,24.3857,114.41
14463,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08,138.78,1883-01-01,6.4,20.9896,30.49
14464,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08,138.78,1883-02-01,16.5,21.2038,77.82
14465,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08,138.78,1883-03-01,26.9,22.2328,120.99
14466,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08,138.78,1883-04-01,28.4,37.6657,75.4
14467,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08,138.78,1883-05-01,128.3,54.6368,234.82
14468,SADDLEWORTH POST OFFICE (AUSTRALIA),-34.08,138.78,1883-06-01,74.9,59.2948,126.32
